Sequence,Date,Value1,Value2,Value3,Value4,Value5,Value6
0504,2003-10-11,39,19,11,08,50,30
0503,2003-10-08,10,21,48,27,49,07
0502,2003-10-04,50,07,33,21,24,13
0501,2003-10-01,34,27,56,28,16,39
0500,2003-09-27,35,21,54,29,38,36
0499,2003-09-20,59,01,11,05,44,04
0498,2003-09-17,49,28,02,06,57,50
0497,2003-09-13,09,41,32,13,58,20
0496,2003-09-10,41,20,19,29,59,10
0495,2003-09-06,36,15,60,08,29,49
0494,2003-09-03,28,32,49,53,18,20
0493,2003-08-30,54,20,03,18,42,24
0492,2003-08-27,57,02,15,06,56,18
0491,2003-08-23,22,43,15,55,09,01
0490,2003-08-20,05,11,29,54,23,58
0489,2003-08-16,28,36,17,53,33,59
0488,2003-08-13,30,39,35,43,15,57
0487,2003-08-09,25,22,48,52,54,08
0486,2003-08-06,50,42,19,08,30,14
0485,2003-08-02,38,28,52,30,19,57
0484,2003-07-30,53,19,38,18,17,49
0483,2003-07-26,16,23,35,18,44,59
0482,2003-07-23,13,56,12,33,53,54
0481,2003-07-19,42,06,24,44,22,13
0480,2003-07-16,36,38,33,14,49,41
0479,2003-07-12,20,54,58,26,41,46
0478,2003-07-09,30,08,31,03,21,25
0477,2003-07-05,47,34,08,06,18,38
0476,2003-07-02,38,43,20,55,17,58
0475,2003-06-28,19,06,43,52,08,22
0474,2003-06-25,34,03,12,50,32,40
0473,2003-06-21,51,07,58,49,23,41
0472,2003-06-18,12,03,38,29,51,04
0471,2003-06-14,51,59,31,05,36,32
0470,2003-06-11,51,58,23,11,08,37
0469,2003-06-07,29,47,42,21,13,26
0468,2003-06-04,23,06,25,39,51,05
0467,2003-05-31,38,21,08,22,18,60
0466,2003-05-28,28,16,45,29,30,11
0465,2003-05-24,46,31,01,57,22,51
0464,2003-05-21,06,33,45,38,24,50
0463,2003-05-17,07,18,02,45,03,53
0462,2003-05-14,27,48,17,19,26,22
0461,2003-05-10,30,17,20,29,15,60
0460,2003-05-07,19,55,30,23,37,49
0459,2003-05-03,43,17,08,15,49,39
0458,2003-04-30,43,53,13,32,34,24
0457,2003-04-26,48,15,24,27,17,32
0456,2003-04-23,17,40,22,27,33,03
0455,2003-04-19,50,15,17,02,14,59
0454,2003-04-16,04,17,42,56,46,24
0453,2003-04-12,58,52,08,34,20,23
0452,2003-04-09,54,11,51,16,36,30
0451,2003-04-05,23,18,31,17,53,28
0450,2003-04-02,59,51,13,01,09,50
0449,2003-03-29,34,56,24,01,49,08
0448,2003-03-26,05,03,52,45,09,51
0447,2003-03-22,24,55,15,33,25,42
0446,2003-03-19,11,20,08,47,12,17
0445,2003-03-15,31,50,07,53,32,20
0444,2003-03-12,48,52,57,24,03,33
0443,2003-03-08,11,36,17,26,52,48
0442,2003-03-01,15,31,23,06,59,37
0441,2003-02-26,02,15,58,10,59,21
0440,2003-02-22,46,23,30,47,05,03
0439,2003-02-19,42,13,20,29,43,57
0438,2003-02-15,38,48,14,03,11,05
0437,2003-02-12,54,10,59,44,30,07
0436,2003-02-08,01,06,57,29,48,07
0435,2003-02-05,37,11,17,31,43,10
0434,2003-02-01,24,17,04,54,30,10
0433,2003-01-29,36,17,28,16,54,30
0432,2003-01-25,50,17,13,27,04,39
0431,2003-01-22,58,26,40,37,47,52
0430,2003-01-18,50,21,10,25,38,08
0429,2003-01-15,55,32,17,36,26,43
0428,2003-01-11,60,08,32,28,46,30
0427,2003-01-08,51,13,43,24,03,14
0426,2003-01-04,07,32,54,50,30,37
0425,2002-12-28,06,16,10,34,47,42
0424,2002-12-21,29,36,27,18,59,46
0423,2002-12-18,08,22,33,40,32,53
0422,2002-12-14,60,12,56,37,55,43
0421,2002-12-11,38,45,35,37,05,51
0420,2002-12-07,43,12,59,30,57,29
0419,2002-12-04,41,42,52,53,16,09
0418,2002-11-30,45,08,32,49,15,52
0417,2002-11-27,25,07,12,21,42,34
0416,2002-11-23,13,01,23,56,54,33
0415,2002-11-20,38,44,04,01,27,42
0414,2002-11-16,35,26,58,52,45,16
0413,2002-11-13,35,53,29,33,02,04
0412,2002-11-09,45,05,14,21,59,12
0411,2002-11-06,10,56,12,31,45,38
0410,2002-11-02,31,55,36,24,08,38
0409,2002-10-30,26,49,25,18,31,34
0408,2002-10-26,49,44,33,28,56,14
0407,2002-10-23,49,02,18,51,22,57
0406,2002-10-19,47,32,48,12,38,02
0405,2002-10-16,57,60,34,24,29,47
0404,2002-10-12,24,38,58,01,40,28
0403,2002-10-09,46,31,07,16,60,27
0402,2002-10-05,27,43,58,05,16,56
0401,2002-10-02,50,18,44,53,11,43
0400,2002-09-28,29,59,13,10,54,28
0399,2002-09-25,59,55,16,27,47,11
0398,2002-09-21,28,07,16,37,36,22
0397,2002-09-18,32,24,02,05,01,46
0396,2002-09-14,47,18,06,45,34,42
0395,2002-09-11,11,58,31,14,10,20
0394,2002-09-07,15,49,42,05,45,35
0393,2002-09-04,12,50,36,06,35,40
0392,2002-08-31,49,47,39,31,15,23
0391,2002-08-28,07,15,35,16,40,04
0390,2002-08-24,07,22,34,12,38,53
0389,2002-08-21,46,14,54,18,43,05
0388,2002-08-17,52,48,53,58,23,36
0387,2002-08-14,29,28,48,47,43,22
0386,2002-08-10,39,54,43,36,17,35
0385,2002-08-07,22,12,24,18,05,16
0384,2002-08-03,28,50,47,24,40,52
0383,2002-07-31,48,22,53,56,50,14
0382,2002-07-27,54,38,53,31,37,34
0381,2002-07-24,09,56,46,28,10,55
0380,2002-07-20,47,22,13,30,31,57
0379,2002-07-17,41,55,24,59,33,40
0378,2002-07-13,55,45,48,41,05,38
0377,2002-07-10,46,19,03,45,12,27
0376,2002-07-06,25,13,10,43,35,48
0375,2002-07-03,51,09,42,05,58,01
0374,2002-06-29,54,02,26,05,44,16
0373,2002-06-26,31,33,24,10,05,01
0372,2002-06-22,24,17,46,57,16,39
0371,2002-06-19,23,33,39,04,60,18
0370,2002-06-15,51,42,04,54,01,40
0369,2002-06-12,21,42,01,60,35,14
0368,2002-06-08,13,50,38,32,44,29
0367,2002-06-05,52,49,27,33,12,10
0366,2002-06-01,06,04,51,07,21,15
0365,2002-05-29,52,19,34,37,58,23
0364,2002-05-25,59,44,29,05,51,57
0363,2002-05-22,39,54,29,49,47,19
0362,2002-05-18,37,20,33,46,07,56
0361,2002-05-15,41,28,45,31,16,59
0360,2002-05-11,47,24,29,55,53,23
0359,2002-05-08,31,54,20,29,13,19
0358,2002-05-04,40,42,32,12,21,17
0357,2002-04-27,45,53,32,02,30,35
0356,2002-04-24,54,19,05,58,56,21
0355,2002-04-20,02,37,22,60,14,23
0354,2002-04-17,40,52,38,16,07,41
0353,2002-04-13,60,46,30,55,23,19
0352,2002-04-10,49,07,47,25,20,44
0351,2002-04-06,15,16,59,60,24,41
0350,2002-04-03,23,30,43,10,15,57
0349,2002-03-30,09,38,32,08,54,28
0348,2002-03-27,39,40,33,52,19,30
0347,2002-03-23,26,10,52,01,12,48
0346,2002-03-20,56,07,46,60,41,12
0345,2002-03-16,56,11,58,46,51,22
0344,2002-03-13,33,36,12,35,10,14
0343,2002-03-09,04,06,07,24,12,41
0342,2002-03-06,29,49,54,51,16,34
0341,2002-03-02,56,23,22,43,16,05
0340,2002-02-27,10,60,42,09,33,12
0339,2002-02-23,13,16,12,05,27,50
0338,2002-02-20,48,46,09,01,36,04
0337,2002-02-16,31,52,14,54,16,04
0336,2002-02-09,02,18,54,22,30,26
0335,2002-02-06,43,33,57,23,59,07
0334,2002-02-02,41,26,51,14,24,23
0333,2002-01-30,35,27,53,44,52,04
0332,2002-01-26,28,23,42,29,44,34
0331,2002-01-23,27,01,35,20,37,13
0330,2002-01-19,02,04,23,37,14,51
0329,2002-01-16,24,11,40,12,35,10
0328,2002-01-12,51,05,23,07,14,21
0327,2002-01-09,46,38,29,33,32,48
0326,2002-01-05,52,23,40,51,44,21
0325,2001-12-29,04,23,03,01,21,53
0324,2001-12-22,22,08,30,15,47,25
0323,2001-12-19,31,49,54,33,26,40
0322,2001-12-15,18,11,29,44,47,56
0321,2001-12-12,11,31,32,48,49,04
0320,2001-12-08,20,53,47,50,22,27
0319,2001-12-05,12,16,23,17,19,48
0318,2001-12-01,19,53,40,03,31,20
0317,2001-11-28,27,20,48,16,30,35
0316,2001-11-24,28,51,56,06,24,43
0315,2001-11-21,50,21,43,12,28,22
0314,2001-11-17,05,32,40,58,37,34
0313,2001-11-14,14,38,53,24,16,37
0312,2001-11-10,14,30,50,41,47,23
0311,2001-11-07,32,22,24,41,30,38
0310,2001-11-03,28,14,29,02,31,32
0309,2001-10-31,39,50,25,55,11,04
0308,2001-10-27,55,25,04,11,29,39
0307,2001-10-24,26,17,13,41,16,44
0306,2001-10-20,30,19,57,41,56,47
0305,2001-10-17,11,05,27,60,38,53
0304,2001-10-13,42,07,11,34,59,41
0303,2001-10-10,07,13,30,37,47,17
0302,2001-10-06,25,40,12,60,30,41
0301,2001-10-03,58,26,49,57,48,09
0300,2001-09-29,27,57,41,38,28,24
0299,2001-09-26,07,05,02,53,33,49
0298,2001-09-22,22,34,24,23,05,60
0297,2001-09-19,20,28,41,01,33,36
0296,2001-09-15,20,51,42,03,52,46
0295,2001-09-12,24,44,07,31,12,50
0294,2001-09-08,28,45,41,22,57,25
0293,2001-09-05,06,12,35,05,28,07
0292,2001-09-01,24,34,53,45,23,13
0291,2001-08-29,22,16,05,41,18,17
0290,2001-08-25,57,30,07,25,40,26
0289,2001-08-22,36,06,30,20,07,25
0288,2001-08-18,50,09,18,11,06,17
0287,2001-08-15,60,47,03,33,25,13
0286,2001-08-11,44,37,56,29,47,35
0285,2001-08-08,50,56,41,12,32,37
0284,2001-08-04,08,36,14,32,30,07
0283,2001-08-01,48,34,28,54,25,42
0282,2001-07-28,33,24,36,09,14,23
0281,2001-07-21,11,05,47,31,53,38
0280,2001-07-14,05,16,30,25,58,20
0279,2001-07-07,31,59,04,58,23,47
0278,2001-06-30,22,10,18,55,15,31
0277,2001-06-23,40,26,38,04,56,52
0276,2001-06-16,53,59,39,45,22,57
0275,2001-06-09,16,30,19,38,48,37
0274,2001-06-02,11,39,47,18,13,26
0273,2001-05-26,47,52,10,27,23,17
0272,2001-05-19,36,58,09,10,56,24
0271,2001-05-12,14,31,54,29,26,24
0270,2001-05-05,45,27,35,40,05,09
0269,2001-04-28,19,18,52,25,17,49
0268,2001-04-21,21,10,47,06,05,33
0267,2001-04-14,58,01,45,55,08,46
0266,2001-04-07,38,54,48,23,02,46
0265,2001-03-31,07,50,53,16,41,34
0264,2001-03-24,05,25,31,13,01,33
0263,2001-03-17,08,50,26,09,53,43
0262,2001-03-10,53,60,48,20,58,11
0261,2001-03-03,05,54,20,56,30,16
0260,2001-02-24,43,04,60,59,06,33
0259,2001-02-17,20,43,33,13,15,58
0258,2001-02-10,12,60,54,07,55,50
0257,2001-02-03,28,05,01,34,04,19
0256,2001-01-27,21,52,34,26,02,32
0255,2001-01-20,32,44,55,19,20,16
0254,2001-01-13,04,30,56,21,22,01
0253,2001-01-06,12,11,56,44,24,37
0252,2000-12-30,17,54,04,51,32,26
0251,2000-12-23,34,15,23,55,49,30
0250,2000-12-16,55,25,41,42,43,07
0249,2000-12-09,21,55,54,40,36,49
0248,2000-12-02,56,16,34,41,35,32
0247,2000-11-25,34,03,30,10,23,46
0246,2000-11-18,02,57,32,43,16,37
0245,2000-11-11,44,51,27,53,08,60
0244,2000-11-04,19,60,50,24,47,33
0243,2000-10-28,20,47,23,32,16,11
0242,2000-10-21,22,07,04,21,28,56
0241,2000-10-14,11,57,40,35,56,31
0240,2000-10-07,59,28,25,41,57,38
0239,2000-09-30,33,21,44,46,47,06
0238,2000-09-23,15,09,41,13,37,42
0237,2000-09-16,36,07,45,31,56,57
0236,2000-09-09,10,52,50,57,25,60
0235,2000-09-02,29,41,55,02,31,22
0234,2000-08-26,15,45,54,25,42,41
0233,2000-08-19,45,03,24,36,07,32
0232,2000-08-12,29,19,41,22,37,59
0231,2000-08-05,16,59,27,42,44,36
0230,2000-07-29,56,44,41,40,08,53
0229,2000-07-22,39,45,11,21,33,13
0228,2000-07-15,16,40,45,59,43,13
0227,2000-07-08,37,26,27,42,11,48
0226,2000-07-01,02,50,59,38,49,01
0225,2000-06-24,21,16,04,37,02,58
0224,2000-06-17,20,16,18,07,44,21
0223,2000-06-10,28,24,22,02,58,06
0222,2000-06-03,05,48,30,55,52,19
0221,2000-05-27,54,13,58,43,50,27
0220,2000-05-20,36,53,55,13,60,14
0219,2000-05-13,26,23,49,28,42,36
0218,2000-05-06,54,40,42,17,47,12
0217,2000-04-29,27,32,03,51,49,45
0216,2000-04-22,35,42,59,18,30,14
0215,2000-04-15,07,58,28,53,37,46
0214,2000-04-08,30,12,06,50,35,31
0213,2000-04-01,03,30,09,35,23,32
0212,2000-03-25,29,57,15,45,59,06
0211,2000-03-18,10,20,40,45,50,33
0210,2000-03-11,37,58,20,38,48,32
0209,2000-03-04,13,52,32,41,21,26
0208,2000-02-26,23,15,57,24,47,25
0207,2000-02-19,19,07,03,55,24,53
0206,2000-02-12,20,26,56,18,34,51
0205,2000-02-05,26,32,54,43,46,40
0204,2000-01-29,31,41,51,39,58,29
0203,2000-01-22,11,55,44,19,29,47
0202,2000-01-15,49,53,44,12,24,45
0201,2000-01-08,55,22,05,30,35,20
0200,1999-12-31,12,15,44,34,51,19
0199,1999-12-24,52,37,57,16,10,50
0198,1999-12-18,40,23,01,18,35,08
0197,1999-12-11,19,52,29,15,12,05
0196,1999-12-04,32,17,09,14,24,07
0195,1999-11-27,17,03,44,37,09,32
0194,1999-11-20,32,42,43,25,28,33
0193,1999-11-13,12,04,11,49,43,19
0192,1999-11-06,01,60,26,41,28,54
0191,1999-10-31,58,05,41,03,01,23
0190,1999-10-24,32,40,42,21,10,05
0189,1999-10-16,41,53,38,04,31,15
0188,1999-10-10,34,42,43,46,27,17
0187,1999-10-02,06,44,58,41,36,48
0186,1999-09-25,24,26,51,25,14,23
0185,1999-09-18,59,17,22,46,43,55
0184,1999-09-11,09,60,21,16,41,34
0183,1999-09-04,16,11,07,40,44,02
0182,1999-08-28,46,60,05,10,28,03
0181,1999-08-21,33,01,55,35,51,27
0180,1999-08-14,39,06,29,60,51,23
0179,1999-08-07,06,53,05,26,27,23
0178,1999-07-31,05,27,19,26,15,33
0177,1999-07-24,35,22,39,41,59,38
0176,1999-07-17,28,04,01,45,53,03
0175,1999-07-10,10,20,13,01,42,50
0174,1999-07-03,11,52,22,23,36,59
0173,1999-06-26,29,28,49,17,42,50
0172,1999-06-19,49,36,14,26,35,10
0171,1999-06-12,54,27,04,43,40,46
0170,1999-06-05,07,51,55,41,58,46
0169,1999-05-29,52,51,37,13,21,01
0168,1999-05-22,45,02,35,09,50,31
0167,1999-05-15,01,38,48,28,11,33
0166,1999-05-08,60,57,59,13,12,22
0165,1999-05-01,39,56,19,23,10,35
0164,1999-04-24,04,19,14,10,44,28
0163,1999-04-17,41,56,27,36,53,08
0162,1999-04-10,23,33,51,38,48,21
0161,1999-04-03,25,37,30,39,06,41
0160,1999-03-27,13,42,52,58,02,54
0159,1999-03-20,16,09,50,58,11,35
0158,1999-03-13,58,43,51,14,17,04
0157,1999-03-06,17,13,04,44,41,21
0156,1999-02-27,52,23,42,17,55,49
0155,1999-02-20,12,32,44,43,35,30
0154,1999-02-13,08,10,24,33,45,48
0153,1999-02-06,47,02,31,42,45,30
0152,1999-01-30,12,05,15,51,58,29
0151,1999-01-23,03,43,16,56,52,20
0150,1999-01-16,50,44,12,55,52,54
0149,1999-01-09,11,45,48,07,28,20
0148,1998-12-31,32,55,59,41,58,35
0147,1998-12-24,24,06,38,23,28,16
0146,1998-12-19,51,34,25,60,42,32
0145,1998-12-12,43,15,41,51,16,31
0144,1998-12-05,08,32,44,36,45,55
0143,1998-11-28,40,18,06,20,50,53
0142,1998-11-21,20,59,19,54,15,08
0141,1998-11-14,10,22,42,13,41,58
0140,1998-11-07,55,31,46,44,41,07
0139,1998-10-31,26,27,13,42,41,03
0138,1998-10-24,41,14,37,05,40,27
0137,1998-10-17,26,15,16,22,19,49
0136,1998-10-10,17,25,45,38,01,59
0135,1998-10-03,35,40,21,59,53,22
0134,1998-09-26,60,32,25,36,52,04
0133,1998-09-19,19,57,06,39,34,05
0132,1998-09-12,44,35,50,41,09,07
0131,1998-09-05,30,09,17,27,04,44
0130,1998-08-29,13,42,38,49,53,29
0129,1998-08-22,46,54,10,09,01,32
0128,1998-08-15,23,43,03,21,09,18
0127,1998-08-08,59,21,51,54,29,50
0126,1998-08-01,32,28,06,10,11,40
0125,1998-07-25,56,47,25,59,53,41
0124,1998-07-18,52,05,34,57,15,41
0123,1998-07-11,13,42,16,32,14,26
0122,1998-07-04,20,43,39,11,53,17
0121,1998-06-27,53,41,44,02,29,55
0120,1998-06-20,46,45,16,40,27,03
0119,1998-06-13,47,21,01,50,36,38
0118,1998-06-06,22,57,37,09,25,56
0117,1998-05-30,53,42,27,20,33,25
0116,1998-05-23,36,42,32,05,13,51
0115,1998-05-16,06,14,24,20,04,38
0114,1998-05-09,47,54,18,06,12,37
0113,1998-05-02,34,54,26,28,55,07
0112,1998-04-25,37,43,34,20,12,42
0111,1998-04-18,52,32,04,33,25,22
0110,1998-04-11,57,58,18,31,43,52
0109,1998-04-04,54,13,44,49,48,01
0108,1998-03-29,60,29,34,24,21,59
0107,1998-03-22,02,24,52,04,16,51
0106,1998-03-15,24,16,38,05,39,35
0105,1998-03-08,03,13,31,43,46,49
0104,1998-03-01,13,01,38,21,52,04
0103,1998-02-22,09,01,57,07,54,49
0102,1998-02-15,44,42,37,56,19,20
0101,1998-02-08,39,01,37,31,29,18
0100,1998-02-01,46,48,30,14,29,51
0099,1998-01-25,30,33,24,11,46,60
0098,1998-01-18,43,33,14,31,35,13
0097,1998-01-11,56,53,11,14,05,35
0096,1998-01-04,04,42,58,26,07,40
0095,1997-12-28,46,60,06,40,50,45
0094,1997-12-21,28,51,55,18,52,08
0093,1997-12-14,22,53,31,28,02,36
0092,1997-12-07,05,23,51,03,01,24
0091,1997-11-30,60,04,10,35,39,02
0090,1997-11-23,21,26,40,54,09,52
0089,1997-11-16,59,42,34,13,44,55
0088,1997-11-09,45,37,29,04,43,18
0087,1997-11-02,40,04,28,32,11,05
0086,1997-10-26,54,21,06,34,36,22
0085,1997-10-19,47,15,30,37,45,06
0084,1997-10-12,10,34,04,06,25,40
0083,1997-10-05,24,16,04,42,57,15
0082,1997-09-28,51,36,53,29,18,15
0081,1997-09-21,47,41,10,60,54,23
0080,1997-09-14,51,40,37,23,48,28
0079,1997-09-07,43,25,02,13,31,17
0078,1997-08-31,22,32,46,12,25,31
0077,1997-08-24,29,54,40,57,49,21
0076,1997-08-17,33,18,23,08,17,53
0075,1997-08-10,36,49,37,35,24,21
0074,1997-08-03,02,24,34,50,38,37
0073,1997-07-27,57,25,45,28,51,26
0072,1997-07-20,19,48,43,01,34,44
0071,1997-07-13,53,16,45,43,33,27
0070,1997-07-06,40,17,23,43,27,58
0069,1997-06-29,56,58,34,53,25,45
0068,1997-06-22,53,13,03,01,12,59
0067,1997-06-15,47,14,27,52,17,12
0066,1997-06-08,15,26,12,33,48,13
0065,1997-06-01,20,01,05,32,25,34
0064,1997-05-25,08,54,50,60,23,12
0063,1997-05-18,26,09,41,49,25,40
0062,1997-05-11,52,13,06,24,08,31
0061,1997-05-04,59,08,18,29,42,44
0060,1997-04-27,38,14,21,15,03,20
0059,1997-04-20,28,13,34,02,08,54
0058,1997-04-13,30,49,27,37,12,44
0057,1997-04-06,27,17,16,34,07,59
0056,1997-03-30,51,35,59,07,20,02
0055,1997-03-23,29,02,14,38,23,52
0054,1997-03-16,05,21,09,56,18,36
0053,1997-03-09,42,13,03,46,38,16
0052,1997-03-02,58,15,59,30,38,46
0051,1997-02-23,23,24,42,25,17,47
0050,1997-02-16,57,44,21,16,58,06
0049,1997-02-09,33,07,43,35,13,55
0048,1997-02-02,47,05,34,28,02,50
0047,1997-01-26,35,17,03,48,25,56
0046,1997-01-19,32,46,01,60,24,23
0045,1997-01-12,30,07,37,55,44,53
0044,1997-01-05,47,38,18,14,29,44
0043,1996-12-29,02,58,25,06,26,17
0042,1996-12-22,24,36,19,33,07,11
0041,1996-12-15,38,26,35,39,12,47
0040,1996-12-08,03,12,46,05,47,08
0039,1996-12-01,16,37,45,52,56,12
0038,1996-11-24,55,42,10,43,45,54
0037,1996-11-17,22,06,07,52,38,60
0036,1996-11-10,13,03,51,17,29,25
0035,1996-11-03,21,57,16,23,54,04
0034,1996-10-27,15,13,57,53,40,17
0033,1996-10-20,05,33,49,17,42,39
0032,1996-10-13,43,33,14,36,05,44
0031,1996-10-06,56,19,28,48,17,45
0030,1996-09-29,38,50,07,29,15,14
0029,1996-09-22,14,56,58,08,43,03
0028,1996-09-15,60,06,22,03,24,54
0027,1996-09-08,44,33,13,51,17,20
0026,1996-09-01,50,53,57,10,58,22
0025,1996-08-25,56,50,55,54,24,43
0024,1996-08-19,01,08,14,28,33,43
0023,1996-08-12,17,52,51,59,39,37
0022,1996-08-05,09,38,56,01,31,46
0021,1996-07-29,49,46,06,53,33,36
0020,1996-07-22,25,28,30,33,51,11
0019,1996-07-15,05,25,12,10,60,24
0018,1996-07-08,37,36,56,27,42,23
0017,1996-07-01,10,20,06,19,51,13
0016,1996-06-24,60,58,49,32,20,34
0015,1996-06-17,60,12,33,52,35,51
0014,1996-06-10,16,02,27,47,23,53
0013,1996-06-03,47,32,50,54,18,56
0012,1996-05-27,20,27,43,16,19,04
0011,1996-05-20,25,15,58,37,59,38
0010,1996-05-13,25,04,18,57,21,38
0009,1996-05-06,55,43,56,54,08,60
0008,1996-04-29,53,17,38,04,47,37
0007,1996-04-22,56,38,21,20,03,05
0006,1996-04-15,19,40,07,13,22,47
0005,1996-04-08,01,19,46,06,16,02
0004,1996-04-01,06,59,42,27,01,05
0003,1996-03-25,36,30,10,11,29,47
0002,1996-03-18,09,39,37,49,43,41
0001,1996-03-11,41,05,04,52,30,33
